"Operador","Año","Mes","Servicio","Categoría","Bloque","Tipo Conexión","Servicios Autorizados","Conexiones","Unidades","Consumo","Importe","Importe Cargo Fijo"
"AyA","2020","Junio","Tarifa Hidrica","Empresarial","61-80","Medido","","1057","1057","74915","925700",""
"AyA","2020","Junio","Tarifa Hidrica","Empresarial","81-100","Medido","","595","595","53680","616591",""
"AyA","2020","Junio","Tarifa Hidrica","Empresarial","101-120","Medido","","437","437","49203","571266",""
"AyA","2020","Junio","Tarifa Hidrica","Empresarial","121 y mas","Medido","","1841","1841","695005","8636948",""
"AyA","2020","Junio","Tarifa Hidrica","Empresarial"," ","Fijo","","427","427","","99918",""
"AyA","2020","Junio","Tarifa Hidrica","Preferencial","0-15","Medido","","3921","3921","10013","42859",""
"AyA","2020","Junio","Tarifa Hidrica","Preferencial","16-25","Medido","","472","472","9827","39932",""
"AyA","2020","Junio","Tarifa Hidrica","Preferencial","26-40","Medido","","409","409","13583","60168",""
"AyA","2020","Junio","Tarifa Hidrica","Preferencial","41-60","Medido","","304","304","15341","80199",""
"AyA","2020","Junio","Tarifa Hidrica","Preferencial","61-80","Medido","","171","171","12369","74008",""
"AyA","2020","Junio","Tarifa Hidrica","Preferencial","81-100","Medido","","133","133","12594","71088",""
"AyA","2020","Junio","Tarifa Hidrica","Preferencial","101-120","Medido","","93","93","10543","55773",""
"AyA","2020","Junio","Tarifa Hidrica","Preferencial","121 y mas","Medido","","482","482","250118","1403159",""
"AyA","2020","Junio","Tarifa Hidrica","Preferencial"," ","Fijo","","103","103","","21424",""
"AyA","2020","Junio","Tarifa Hidrica","Gobierno","0-15","Medido","","1046","1046","3176","79105",""
"AyA","2020","Junio","Tarifa Hidrica","Gobierno","16-25","Medido","","147","147","2977","61754",""
"AyA","2020","Junio","Tarifa Hidrica","Gobierno","26-40","Medido","","160","160","5262","83472",""
"AyA","2020","Junio","Tarifa Hidrica","Gobierno","41-60","Medido","","122","122","5942","136471",""
"AyA","2020","Junio","Tarifa Hidrica","Gobierno","61-80","Medido","","82","82","5882","94138",""
"AyA","2020","Junio","Tarifa Hidrica","Gobierno","81-100","Medido","","61","61","5862","103657",""
"AyA","2020","Junio","Tarifa Hidrica","Gobierno","101-120","Medido","","64","64","7144","96059",""
"AyA","2020","Junio","Tarifa Hidrica","Gobierno","121 y mas","Medido","","314","314","257204","3053434",""
"AyA","2020","Junio","Tarifa Hidrica","Gobierno"," ","Fijo","","23","23","","20171",""
"AyA","2020","Junio","Tarifa Hidrica","Venta de Agua en Bloque","0-15","Medido","","5","5","2","",""
"AyA","2020","Junio","Tarifa Hidrica","Venta de Agua en Bloque","121 y mas","Medido","","6","6","19915","",""
"AyA","2020","Junio","Hidrantes","Domiciliar","0-15","Medido","","338730","399916","2753224","72338780",""
"AyA","2020","Junio","Hidrantes","Domiciliar","16-25","Medido","","142858","158557","3219832","83724776",""
"AyA","2020","Junio","Hidrantes","Domiciliar","26-40","Medido","","81641","87376","2786077","74799602",""
"AyA","2020","Junio","Hidrantes","Domiciliar","41-60","Medido","","28477","29651","1478985","37959885",""
"AyA","2020","Junio","Hidrantes","Domiciliar","61-80","Medido","","7699","8001","586855","14736112",""
"AyA","2020","Junio","Hidrantes","Domiciliar","81-100","Medido","","2918","3023","291689","7370971",""
"AyA","2020","Junio","Hidrantes","Domiciliar","101-120","Medido","","1258","1284","153367","3872180",""
"AyA","2020","Junio","Hidrantes","Domiciliar","121 y mas","Medido","","2366","2410","848014","21434592",""
"AyA","2020","Junio","Hidrantes","Domiciliar"," ","Fijo","","8700","9541","","5266830",""
"AyA","2020","Junio","Hidrantes","Empresarial","0-15","Medido","","43619","43631","133888","3551133",""
"AyA","2020","Junio","Hidrantes","Empresarial","16-25","Medido","","4578","4579","94461","2426798",""
"AyA","2020","Junio","Hidrantes","Empresarial","26-40","Medido","","3193","3193","106372","2766435",""
"AyA","2020","Junio","Hidrantes","Empresarial","41-60","Medido","","1903","1903","97618","2537760",""
"AyA","2020","Junio","Hidrantes","Empresarial","61-80","Medido","","1057","1057","74915","1971578",""
"AyA","2020","Junio","Hidrantes","Empresarial","81-100","Medido","","595","595","53680","1384630",""
"AyA","2020","Junio","Hidrantes","Empresarial","101-120","Medido","","437","437","49203","1282034",""
"AyA","2020","Junio","Hidrantes","Empresarial","121 y mas","Medido","","1841","1841","695005","18063890",""
"AyA","2020","Junio","Hidrantes","Empresarial"," ","Fijo","","427","427","","235704",""
"AyA","2020","Junio","Hidrantes","Preferencial","0-15","Medido","","3921","3921","10013","280626",""
"AyA","2020","Junio","Hidrantes","Preferencial","16-25","Medido","","472","472","9827","253292",""
"AyA","2020","Junio","Hidrantes","Preferencial","26-40","Medido","","409","409","13583","347594",""
"AyA","2020","Junio","Hidrantes","Preferencial","41-60","Medido","","304","304","15341","400404",""
"AyA","2020","Junio","Hidrantes","Preferencial","61-80","Medido","","171","171","12369","337220",""
"AyA","2020","Junio","Hidrantes","Preferencial","81-100","Medido","","133","133","12594","335036",""
"AyA","2020","Junio","Hidrantes","Preferencial","101-120","Medido","","93","93","10543","260956",""
"AyA","2020","Junio","Hidrantes","Preferencial","121 y mas","Medido","","482","482","250118","6495491",""
"AyA","2020","Junio","Hidrantes","Preferencial"," ","Fijo","","103","103","","56856",""
"AyA","2020","Junio","Hidrantes","Gobierno","0-15","Medido","","1046","1046","3176","87810",""
"AyA","2020","Junio","Hidrantes","Gobierno","16-25","Medido","","147","147","2977","78052",""
"AyA","2020","Junio","Hidrantes","Gobierno","26-40","Medido","","160","160","5262","136292",""
"AyA","2020","Junio","Hidrantes","Gobierno","41-60","Medido","","122","122","5942","156728",""
"AyA","2020","Junio","Hidrantes","Gobierno","61-80","Medido","","82","82","5882","154466",""
"AyA","2020","Junio","Hidrantes","Gobierno","81-100","Medido","","61","61","5862","152412",""
"AyA","2020","Junio","Hidrantes","Gobierno","101-120","Medido","","64","64","7144","185744",""
"AyA","2020","Junio","Hidrantes","Gobierno","121 y mas","Medido","","314","314","257204","6683690",""
"AyA","2020","Junio","Hidrantes","Gobierno"," ","Fijo","","23","23","","12696",""
"AyA","2020","Junio","Hidrantes","Venta de Agua en Bloque","0-15","Medido","","5","5","2","",""
"AyA","2020","Junio","Hidrantes","Venta de Agua en Bloque","121 y mas","Medido","","6","6","19915","",""
"AyA","2020","Junio","Acueducto","Domiciliar","0-15","Medido","","338730","399916","2753224","1137791637","810155693.25"
"AyA","2020","Junio","Acueducto","Domiciliar","16-25","Medido","","142858","158557","3219832","1649192240","321207094.13"
"AyA","2020","Junio","Acueducto","Domiciliar","26-40","Medido","","81641","87376","2786077","1788313911","177007581.23"
"AyA","2020","Junio","Acueducto","Domiciliar","41-60","Medido","","28477","29651","1478985","1131944227","60067430.31"
"AyA","2020","Junio","Acueducto","Domiciliar","61-80","Medido","","7699","8001","586855","573857325","16208543.05"
"AyA","2020","Junio","Acueducto","Domiciliar","81-100","Medido","","2918","3023","291689","350263844","6124037.7"
"AyA","2020","Junio","Acueducto","Domiciliar","101-120","Medido","","1258","1284","153367","206383234","2601146.02"
"AyA","2020","Junio","Acueducto","Domiciliar","121 y mas","Medido","","2366","2410","848014","1542530860","4882213.32"
"AyA","2020","Junio","Acueducto","Domiciliar"," ","Fijo","","8700","9541","","39072297","4355416"
"AyA","2020","Junio","Acueducto","Empresarial","0-15","Medido","","43619","43631","133888","217206647","89109972.12"
"AyA","2020","Junio","Acueducto","Empresarial","16-25","Medido","","4578","4579","94461","161218117","9351941.56"
"AyA","2020","Junio","Acueducto","Empresarial","26-40","Medido","","3193","3193","106372","191709614","6521238.13"
"AyA","2020","Junio","Acueducto","Empresarial","41-60","Medido","","1903","1903","97618","181338281","3886600.74"
"AyA","2020","Junio","Acueducto","Empresarial","61-80","Medido","","1057","1057","74915","141654365","2158768.78"
"AyA","2020","Junio","Acueducto","Empresarial","81-100","Medido","","595","595","53680","102379467","1215200.97"
"AyA","2020","Junio","Acueducto","Empresarial","101-120","Medido","","437","437","49203","94423167","892508.95"
"AyA","2020","Junio","Acueducto","Empresarial","121 y mas","Medido","","1841","1841","695005","1401605877","3759974.76"
"AyA","2020","Junio","Acueducto","Empresarial"," ","Fijo","","427","427","","2809748","110000"
"AyA","2020","Junio","Acueducto","Preferencial","0-15","Medido","","3921","3921","10013","4192316","7911444.61"
"AyA","2020","Junio","Acueducto","Preferencial","16-25","Medido","","472","472","9827","5118570","952359.57"
"AyA","2020","Junio","Acueducto","Preferencial","26-40","Medido","","409","409","13583","8582071","825243.78"
"AyA","2020","Junio","Acueducto","Preferencial","41-60","Medido","","304","304","15341","10767077","613384.13"
"AyA","2020","Junio","Acueducto","Preferencial","61-80","Medido","","171","171","12369","9224747","345028.57"
"AyA","2020","Junio","Acueducto","Preferencial","81-100","Medido","","133","133","12594","9859460","268355.56"
"AyA","2020","Junio","Acueducto","Preferencial","101-120","Medido","","93","93","10543","8478738","187647.12"
"AyA","2020","Junio","Acueducto","Preferencial","121 y mas","Medido","","482","482","250118","220134477","972536.68"
"AyA","2020","Junio","Acueducto","Preferencial"," ","Fijo","","103","103","","794105","40000"
"AyA","2020","Junio","Acueducto","Gobierno","0-15","Medido","","1046","1046","3176","5167349","2107721.44"
"AyA","2020","Junio","Acueducto","Gobierno","16-25","Medido","","147","147","2977","5083836","296209.42"
"AyA","2020","Junio","Acueducto","Gobierno","26-40","Medido","","160","160","5262","9420253","322404.81"
"AyA","2020","Junio","Acueducto","Gobierno","41-60","Medido","","122","122","5942","11045728","245833.67"
"AyA","2020","Junio","Acueducto","Gobierno","61-80","Medido","","82","82","5882","11123968","165232.46"
"AyA","2020","Junio","Acueducto","Gobierno","81-100","Medido","","61","61","5862","11195348","122916.83"
"AyA","2020","Junio","Acueducto","Gobierno","101-120","Medido","","64","64","7144","13701158","128961.92"
"AyA","2020","Junio","Acueducto","Gobierno","121 y mas","Medido","","314","314","257204","524303946","632719.44"
"AyA","2020","Junio","Acueducto","Gobierno"," ","Fijo","","23","23","","46000",""
"AyA","2020","Junio","Acueducto","Venta de Agua en Bloque","0-15","Medido","","5","5","2","205",""
"AyA","2020","Junio","Acueducto","Venta de Agua en Bloque","121 y mas","Medido","","6","6","19915","1891925",""
"ESPH","2020","Junio","Acueducto","Domiciliar","0-15","Medido","","32229","32229","273511","86976240.25","146678375.04"
"ESPH","2020","Junio","Acueducto","Domiciliar","16-25","Medido","","19972","19972","398637","147766201.19","90895172.25"
"ESPH","2020","Junio","Acueducto","Domiciliar","26-40","Medido","","10894","10894","341537","146370296.2","49580012.34"
"ESPH","2020","Junio","Acueducto","Domiciliar","41-60","Medido","","3209","3209","153940","75440089.98","14604576.79"
"ESPH","2020","Junio","Acueducto","Domiciliar","61-80","Medido","","629","629","42818","26435826.61","2862660.89"
"ESPH","2020","Junio","Acueducto","Domiciliar","81-100","Medido","","201","201","17824","13694710.72","914777.17"
"ESPH","2020","Junio","Acueducto","Domiciliar","101-120","Medido","","67","67","7271","6190357.66","304925.72"
"ESPH","2020","Junio","Acueducto","Domiciliar","121 y mas","Medido","","108","108","40256","25769550.81","491522.06"
"ESPH","2020","Junio","Acueducto","Domiciliar"," ","Fijo","","68","68","","670765.44","81600"
"ESPH","2020","Junio","Acueducto","Empresarial","0-15","Medido","","4560","4560","16727","12729136.79","10506145.21"
"ESPH","2020","Junio","Acueducto","Empresarial","16-25","Medido","","581","581","11614","10305087.76","1338611.92"
"ESPH","2020","Junio","Acueducto","Empresarial","26-40","Medido","","432","432","13942","14385532.88","995319.02"
"ESPH","2020","Junio","Acueducto","Empresarial","41-60","Medido","","228","228","11038","12254528.91","525307.26"
"ESPH","2020","Junio","Acueducto","Empresarial","61-80","Medido","","103","103","7192","8330442.93","237309.86"
"ESPH","2020","Junio","Acueducto","Empresarial","81-100","Medido","","53","53","4762","5631149.24","122110.9"
"ESPH","2020","Junio","Acueducto","Empresarial","101-120","Medido","","33","33","3642","4363921.84","76031.31"
"ESPH","2020","Junio","Acueducto","Empresarial","121 y mas","Medido","","212","212","125230","163443698.29","488443.59"
"ESPH","2020","Junio","Acueducto","Empresarial"," ","Fijo","","3","3","","61781.85","3600"
"ESPH","2020","Junio","Acueducto","Preferencial ","0-15","Medido","","269","269","796","253122.84","875281.06"
"ESPH","2020","Junio","Acueducto","Preferencial ","16-25","Medido","","44","44","899","336548.04","143168.65"
"ESPH","2020","Junio","Acueducto","Preferencial ","26-40","Medido","","34","34","1077","474494.9","110630.32"
"ESPH","2020","Junio","Acueducto","Preferencial ","41-60","Medido","","19","19","910","444497.77","61822.83"
"ESPH","2020","Junio","Acueducto","Preferencial ","61-80","Medido","","13","13","920","484616.03","42299.83"
"ESPH","2020","Junio","Acueducto","Preferencial ","81-100","Medido","","4","4","366","201768.94","13015.33"
"ESPH","2020","Junio","Acueducto","Preferencial ","101-120","Medido","","5","5","566","321108.4","16269.16"
"ESPH","2020","Junio","Acueducto","Preferencial ","121 y mas","Medido","","35","35","16346","10111593.86","113884.15"
"ESPH","2020","Junio","Acueducto","Preferencial "," ","Fijo","","","","","",""
"ESPH","2020","Junio","Acueducto","Gobierno","0-15","Medido","","110","110","325","247323.96","243412.84"
"ESPH","2020","Junio","Acueducto","Gobierno","16-25","Medido","","18","18","354","311894.72","39831.19"
"ESPH","2020","Junio","Acueducto","Gobierno","26-40","Medido","","16","16","531","551334.76","35405.5"
"ESPH","2020","Junio","Acueducto","Gobierno","41-60","Medido","","17","17","879","984657.68","37618.35"
"ESPH","2020","Junio","Acueducto","Gobierno","61-80","Medido","","6","6","420","486596.47","13277.06"
"ESPH","2020","Junio","Acueducto","Gobierno","81-100","Medido","","3","3","245","287643.89","6638.53"
"ESPH","2020","Junio","Acueducto","Gobierno","101-120","Medido","","2","2","227","272427.93","4425.69"
"ESPH","2020","Junio","Acueducto","Gobierno","121 y mas","Medido","","29","29","12461","16142736.47","64172.48"
"ESPH","2020","Junio","Acueducto","Gobierno"," ","Fijo","","1","1","","20593.95","1200"
"ESPH","2020","Junio","Alcantarillado","Domiciliar","0-15","Medido","","10202","10202","86359","18480792.42","6197123.29"
"ESPH","2020","Junio","Alcantarillado","Domiciliar","16-25","Medido","","5892","5892","117182","29165758.53","3579048.27"
"ESPH","2020","Junio","Alcantarillado","Domiciliar","26-40","Medido","","2813","2813","87214","25645278.71","1708734.35"
"ESPH","2020","Junio","Alcantarillado","Domiciliar","41-60","Medido","","643","643","30413","10297080.41","390585.21"
"ESPH","2020","Junio","Alcantarillado","Domiciliar","61-80","Medido","","83","83","5615","2291612.57","50417.69"
"ESPH","2020","Junio","Alcantarillado","Domiciliar","81-100","Medido","","27","27","2342","1130491.17","16400.93"
"ESPH","2020","Junio","Alcantarillado","Domiciliar","101-120","Medido","","10","10","1069","569289.3","6074.42"
"ESPH","2020","Junio","Alcantarillado","Domiciliar","121 y mas","Medido","","10","10","3045","1030400.56","6074.42"
"ESPH","2020","Junio","Alcantarillado","Domiciliar"," ","Fijo","","304","304","304","1947411.43","201618"
"ESPH","2020","Junio","Alcantarillado","Empresarial","0-15","Medido","","2715","2715","9226","4133187.25","1676373.74"
"ESPH","2020","Junio","Alcantarillado","Empresarial","16-25","Medido","","288","288","5740","2996077.11","177825.28"
"ESPH","2020","Junio","Alcantarillado","Empresarial","26-40","Medido","","200","200","6442","3915142","123489.78"
"ESPH","2020","Junio","Alcantarillado","Empresarial","41-60","Medido","","99","99","4853","3181152.24","61127.44"
"ESPH","2020","Junio","Alcantarillado","Empresarial","61-80","Medido","","49","49","3407","2325248.32","30255"
"ESPH","2020","Junio","Alcantarillado","Empresarial","81-100","Medido","","21","21","1889","1316889.6","12966.43"
"ESPH","2020","Junio","Alcantarillado","Empresarial","101-120","Medido","","13","13","1418","1000934.76","8026.84"
"ESPH","2020","Junio","Alcantarillado","Empresarial","121 y mas","Medido","","88","88","58591","45101863.12","54335.5"
"ESPH","2020","Junio","Alcantarillado","Empresarial"," ","Fijo","","9","9","9","85725","5400"
"ESPH","2020","Junio","Alcantarillado","Preferencial","0-15","Medido","","114","114","289","61846","68400"
