"Operador","Año","Mes","Servicio","Categoría","Bloque","Tipo Conexión","Servicios Autorizados","Conexiones","Unidades","Consumo","Importe","Importe Cargo Fijo"
"ESPH","2020","Febrero","Tarifa Hidrica","Empresarial","","Fijo","","3","3","","1155",""
"ESPH","2020","Febrero","Acueducto","Preferencial","0-15","Medido","","221","221","1094","349832.62","371280.62"
"ESPH","2020","Febrero","Alcantarillado","Preferencial","0-15","Medido","","89","89","458","98546.51","92682.76"
"ESPH","2020","Febrero","Hidrantes","Preferencial","0-15","Medido","","221","221","1094","28730.21",""
"ESPH","2020","Febrero","Tarifa Hidrica","Preferencial","0-15","Medido","","221","221","1094","16410.43",""
"ESPH","2020","Febrero","Acueducto","Preferencial","16-25","Medido","","45","45","939","356412.57","75600.13"
"ESPH","2020","Febrero","Alcantarillado","Preferencial","16-25","Medido","","14","14","292","74573.13","14579.31"
"ESPH","2020","Febrero","Hidrantes","Preferencial","16-25","Medido","","45","45","939","24649.23",""
"ESPH","2020","Febrero","Tarifa Hidrica","Preferencial","16-25","Medido","","45","45","939","14085",""
"ESPH","2020","Febrero","Acueducto","Preferencial","26-40","Medido","","45","45","1447","644010.03","75600.13"
"ESPH","2020","Febrero","Alcantarillado","Preferencial","26-40","Medido","","23","23","758","228596.13","23951.72"
"ESPH","2020","Febrero","Hidrantes","Preferencial","26-40","Medido","","45","45","1447","38042.6",""
"ESPH","2020","Febrero","Tarifa Hidrica","Preferencial","26-40","Medido","","45","45","1447","21705",""
"ESPH","2020","Febrero","Acueducto","Preferencial","41-60","Medido","","32","32","1569","773335.26","53760.09"
"ESPH","2020","Febrero","Alcantarillado","Preferencial","41-60","Medido","","16","16","749","246040.61","16662.07"
"ESPH","2020","Febrero","Hidrantes","Preferencial","41-60","Medido","","32","32","1569","41168.04",""
"ESPH","2020","Febrero","Tarifa Hidrica","Preferencial","41-60","Medido","","32","32","1569","23535",""
"ESPH","2020","Febrero","Acueducto","Preferencial","61-80","Medido","","19","19","1349","714196.02","31920.05"
"ESPH","2020","Febrero","Alcantarillado","Preferencial","61-80","Medido","","4","4","285","101719.69","4165.52"
"ESPH","2020","Febrero","Hidrantes","Preferencial","61-80","Medido","","19","19","1349","35374.34",""
"ESPH","2020","Febrero","Tarifa Hidrica","Preferencial","61-80","Medido","","19","19","1349","20235",""
"ESPH","2020","Febrero","Acueducto","Preferencial","81-100","Medido","","16","16","1445","797176.06","26880.04"
"ESPH","2020","Febrero","Alcantarillado","Preferencial","81-100","Medido","","5","5","454","168276.49","5206.9"
"ESPH","2020","Febrero","Hidrantes","Preferencial","81-100","Medido","","16","16","1445","37662.33",""
"ESPH","2020","Febrero","Tarifa Hidrica","Preferencial","81-100","Medido","","16","16","1445","21675",""
"ESPH","2020","Febrero","Acueducto","Preferencial","101-120","Medido","","5","5","571","326259.63","8400.01"
"ESPH","2020","Febrero","Alcantarillado","Preferencial","101-120","Medido","","3","3","347","133617.11","3124.14"
"ESPH","2020","Febrero","Hidrantes","Preferencial","101-120","Medido","","5","5","571","15061.58",""
"ESPH","2020","Febrero","Tarifa Hidrica","Preferencial","101-120","Medido","","5","5","571","8565",""
"ESPH","2020","Febrero","Acueducto","Preferencial","121 y mas","Medido","","38","38","18733","11616294.82","63840.11"
"ESPH","2020","Febrero","Alcantarillado","Preferencial","121 y mas","Medido","","9","9","5000","2090637.7","9372.41"
"ESPH","2020","Febrero","Hidrantes","Preferencial","121 y mas","Medido","","38","38","18733","485342.86",""
"ESPH","2020","Febrero","Tarifa Hidrica","Preferencial","121 y mas","Medido","","38","38","18733","280995",""
"ESPH","2020","Febrero","Acueducto","Preferencial","","Fijo","","","","","","600"
"ESPH","2020","Febrero","Alcantarillado","Preferencial","","Fijo","","","","","",""
"ESPH","2020","Febrero","Hidrantes","Preferencial","","Fijo","","","","","",""
"ESPH","2020","Febrero","Tarifa Hidrica","Preferencial","","Fijo","","","","","",""
"ESPH","2020","Febrero","Acueducto","Gobierno","0-15","Medido","","92","92","454","347483.63","78393.28"
"ESPH","2020","Febrero","Alcantarillado","Gobierno","0-15","Medido","","57","57","254","114543.06","31038.66"
"ESPH","2020","Febrero","Hidrantes","Gobierno","0-15","Medido","","92","92","454","11971.04",""
"ESPH","2020","Febrero","Tarifa Hidrica","Gobierno","0-15","Medido","","92","92","454","6809.57",""
"ESPH","2020","Febrero","Acueducto","Gobierno","16-25","Medido","","25","25","495","439752.31","21302.52"
"ESPH","2020","Febrero","Alcantarillado","Gobierno","16-25","Medido","","16","16","308","159369.57","8712.61"
"ESPH","2020","Febrero","Hidrantes","Gobierno","16-25","Medido","","25","25","495","13033.15",""
"ESPH","2020","Febrero","Tarifa Hidrica","Gobierno","16-25","Medido","","25","25","495","7425",""
"ESPH","2020","Febrero","Acueducto","Gobierno","26-40","Medido","","16","16","510","527764.89","13633.61"
"ESPH","2020","Febrero","Alcantarillado","Gobierno","26-40","Medido","","8","8","267","164645.98","4356.3"
"ESPH","2020","Febrero","Hidrantes","Gobierno","26-40","Medido","","16","16","510","13439.63",""
"ESPH","2020","Febrero","Tarifa Hidrica","Gobierno","26-40","Medido","","16","16","510","7650",""
"ESPH","2020","Febrero","Acueducto","Gobierno","41-60","Medido","","16","16","803","900210.59","13633.61"
"ESPH","2020","Febrero","Alcantarillado","Gobierno","41-60","Medido","","5","5","255","169268.03","2722.69"
"ESPH","2020","Febrero","Hidrantes","Gobierno","41-60","Medido","","16","16","803","21080.63",""
"ESPH","2020","Febrero","Tarifa Hidrica","Gobierno","41-60","Medido","","16","16","803","12045",""
"ESPH","2020","Febrero","Acueducto","Gobierno","61-80","Medido","","10","10","729","853901.09","8521.01"
"ESPH","2020","Febrero","Alcantarillado","Gobierno","61-80","Medido","","7","7","511","352672.99","3811.76"
"ESPH","2020","Febrero","Hidrantes","Gobierno","61-80","Medido","","10","10","729","19307.83",""
"ESPH","2020","Febrero","Tarifa Hidrica","Gobierno","61-80","Medido","","10","10","729","10935",""
"ESPH","2020","Febrero","Acueducto","Gobierno","81-100","Medido","","6","6","523","619908.54","5112.61"
"ESPH","2020","Febrero","Alcantarillado","Gobierno","81-100","Medido","","3","3","268","187926.53","1633.61"
"ESPH","2020","Febrero","Hidrantes","Gobierno","81-100","Medido","","6","6","523","13719.62",""
"ESPH","2020","Febrero","Tarifa Hidrica","Gobierno","81-100","Medido","","6","6","523","7845",""
"ESPH","2020","Febrero","Acueducto","Gobierno","101-120","Medido","","6","6","647","778046.43","5112.61"
"ESPH","2020","Febrero","Alcantarillado","Gobierno","101-120","Medido","","2","2","223","158165.89","1089.08"
"ESPH","2020","Febrero","Hidrantes","Gobierno","101-120","Medido","","6","6","647","16996.83",""
"ESPH","2020","Febrero","Tarifa Hidrica","Gobierno","101-120","Medido","","6","6","647","9705",""
"ESPH","2020","Febrero","Acueducto","Gobierno","121 y mas","Medido","","28","28","23473","30901903.65","23858.82"
"ESPH","2020","Febrero","Alcantarillado","Gobierno","121 y mas","Medido","","21","21","9633","7373313.38","11435.29"
"ESPH","2020","Febrero","Hidrantes","Gobierno","121 y mas","Medido","","28","28","23473","611896.49",""
"ESPH","2020","Febrero","Tarifa Hidrica","Gobierno","121 y mas","Medido","","28","28","23473","352095",""
"ESPH","2020","Febrero","Acueducto","Gobierno","","Fijo","","199","199","199","238800","1200"
"ESPH","2020","Febrero","Alcantarillado","Gobierno","","Fijo","","119","119","119","71400","600"
"ESPH","2020","Febrero","Hidrantes","Gobierno","","Fijo","","199","199","","",""
"ESPH","2020","Febrero","Tarifa Hidrica","Gobierno","","Fijo","","199","199","","",""
"AyA","2020","Febrero","Acueducto","Domiciliar","0-15","Medido","","362504","424203","3252282","1333618409","858239418.51"
"AyA","2020","Febrero","Alcantarillado","Domiciliar","0-15","Medido","","130137","158764","1204721","473018943","193650465.95"
"AyA","2020","Febrero","Hidrantes","Domiciliar","0-15","Medido","","362504","424203","3252282","84531064",""
"AyA","2020","Febrero","Tarifa Hidrica","Domiciliar","0-15","Medido","","","","","",""
"AyA","2020","Febrero","Acueducto","Domiciliar","16-25","Medido","","149583","164375","3275194","1666177621","332560364.77"
"AyA","2020","Febrero","Alcantarillado","Domiciliar","16-25","Medido","","44702","49259","973279","468863838","60083068.59"
"AyA","2020","Febrero","Hidrantes","Domiciliar","16-25","Medido","","149583","164375","3275194","85107040",""
"AyA","2020","Febrero","Tarifa Hidrica","Domiciliar","16-25","Medido","","","","","",""
"AyA","2020","Febrero","Acueducto","Domiciliar","26-40","Medido","","63757","68085","2116153","1348828615","137748273.37"
"AyA","2020","Febrero","Alcantarillado","Domiciliar","26-40","Medido","","15280","15773","487933","293585689","19238925.7"
"AyA","2020","Febrero","Hidrantes","Domiciliar","26-40","Medido","","63757","68085","2116153","55227316",""
"AyA","2020","Febrero","Tarifa Hidrica","Domiciliar","26-40","Medido","","","","","",""
"AyA","2020","Febrero","Acueducto","Domiciliar","41-60","Medido","","14590","15971","766259","579764112","32312222.57"
"AyA","2020","Febrero","Alcantarillado","Domiciliar","41-60","Medido","","2760","2847","136221","97212758","3472593.77"
"AyA","2020","Febrero","Hidrantes","Domiciliar","41-60","Medido","","14590","15971","766259","19858684",""
"AyA","2020","Febrero","Tarifa Hidrica","Domiciliar","41-60","Medido","","","","","",""
"AyA","2020","Febrero","Acueducto","Domiciliar","61-80","Medido","","2966","3293","228052","219453007","6662334.79"
"AyA","2020","Febrero","Alcantarillado","Domiciliar","61-80","Medido","","442","451","32227","29424446","550101.79"
"AyA","2020","Febrero","Hidrantes","Domiciliar","61-80","Medido","","2966","3293","228052","5885709",""
"AyA","2020","Febrero","Tarifa Hidrica","Domiciliar","61-80","Medido","","","","","",""
"AyA","2020","Febrero","Acueducto","Domiciliar","81-100","Medido","","1068","1199","107829","128453397","2425793.93"
"AyA","2020","Febrero","Alcantarillado","Domiciliar","81-100","Medido","","153","155","13994","15637291","189059.37"
"AyA","2020","Febrero","Hidrantes","Domiciliar","81-100","Medido","","1068","1199","107829","2784185",""
"AyA","2020","Febrero","Tarifa Hidrica","Domiciliar","81-100","Medido","","","","","",""
"AyA","2020","Febrero","Acueducto","Domiciliar","101-120","Medido","","488","500","56465","74715716","1011590.46"
"AyA","2020","Febrero","Alcantarillado","Domiciliar","101-120","Medido","","64","67","7303","9227553","81722.44"
"AyA","2020","Febrero","Hidrantes","Domiciliar","101-120","Medido","","488","500","56465","1446367",""
"AyA","2020","Febrero","Tarifa Hidrica","Domiciliar","101-120","Medido","","","","","",""
"AyA","2020","Febrero","Acueducto","Domiciliar","121 y mas","Medido","","1034","1070","342287","617800248","2164803.59"
"AyA","2020","Febrero","Alcantarillado","Domiciliar","121 y mas","Medido","","127","132","30411","47954895","161005.4"
"AyA","2020","Febrero","Hidrantes","Domiciliar","121 y mas","Medido","","1034","1070","342287","8889633",""
"AyA","2020","Febrero","Tarifa Hidrica","Domiciliar","121 y mas","Medido","","","","","",""
"AyA","2020","Febrero","Acueducto","Domiciliar","","Fijo","","8582","9408","","40236427","4698000"
"AyA","2020","Febrero","Alcantarillado","Domiciliar","","Fijo","","671","758","","7430849","915600"
"AyA","2020","Febrero","Hidrantes","Domiciliar","","Fijo","","8582","9408","","5234713",""
"AyA","2020","Febrero","Tarifa Hidrica","Domiciliar","","Fijo","","","","","",""
"AyA","2020","Febrero","Acueducto","Empresarial","0-15","Medido","","38386","38394","174477","282268679","78486229.67"
"AyA","2020","Febrero","Alcantarillado","Empresarial","0-15","Medido","","19282","19286","88104","134997558","23756184.62"
"AyA","2020","Febrero","Hidrantes","Empresarial","0-15","Medido","","38386","38394","174477","4537244",""
"AyA","2020","Febrero","Tarifa Hidrica","Empresarial","0-15","Medido","","","","","",""
"AyA","2020","Febrero","Acueducto","Empresarial","16-25","Medido","","6037","6039","121408","206737194","12345114.89"
"AyA","2020","Febrero","Alcantarillado","Empresarial","16-25","Medido","","2916","2917","58478","94460782","3593113.69"
"AyA","2020","Febrero","Hidrantes","Empresarial","16-25","Medido","","6037","6039","121408","3155223",""
"AyA","2020","Febrero","Tarifa Hidrica","Empresarial","16-25","Medido","","","","","",""
"AyA","2020","Febrero","Acueducto","Empresarial","26-40","Medido","","4192","4193","135056","243184558","8571463.28"
"AyA","2020","Febrero","Alcantarillado","Empresarial","26-40","Medido","","1941","1942","62170","106067404","2392124.37"
"AyA","2020","Febrero","Hidrantes","Empresarial","26-40","Medido","","4192","4193","135056","3504315",""
"AyA","2020","Febrero","Tarifa Hidrica","Empresarial","26-40","Medido","","","","","",""
"AyA","2020","Febrero","Acueducto","Empresarial","41-60","Medido","","2578","2578","126622","235209938","5270029.17"
"AyA","2020","Febrero","Alcantarillado","Empresarial","41-60","Medido","","1203","1203","59073","103652971","1481836.05"
"AyA","2020","Febrero","Hidrantes","Empresarial","41-60","Medido","","2578","2578","126622","3297787",""
"AyA","2020","Febrero","Tarifa Hidrica","Empresarial","41-60","Medido","","","","","",""
"AyA","2020","Febrero","Acueducto","Empresarial","61-80","Medido","","1399","1399","98081","185130052","2859880.07"
"AyA","2020","Febrero","Alcantarillado","Empresarial","61-80","Medido","","635","635","44495","79393405","782182.79"
"AyA","2020","Febrero","Hidrantes","Empresarial","61-80","Medido","","1399","1399","98081","2548968",""
"AyA","2020","Febrero","Tarifa Hidrica","Empresarial","61-80","Medido","","","","","",""
"AyA","2020","Febrero","Acueducto","Empresarial","81-100","Medido","","817","817","74299","141324459","1670137.25"
"AyA","2020","Febrero","Alcantarillado","Empresarial","81-100","Medido","","366","366","33109","59514492","450832.91"
"AyA","2020","Febrero","Hidrantes","Empresarial","81-100","Medido","","817","817","74299","1927922",""
"AyA","2020","Febrero","Tarifa Hidrica","Empresarial","81-100","Medido","","","","","",""
"AyA","2020","Febrero","Acueducto","Empresarial","101-120","Medido","","547","547","59854","114911080","1118194.71"
"AyA","2020","Febrero","Alcantarillado","Empresarial","101-120","Medido","","269","269","29193","53311587","331349.87"
"AyA","2020","Febrero","Hidrantes","Empresarial","101-120","Medido","","547","547","59854","1551970",""
"AyA","2020","Febrero","Tarifa Hidrica","Empresarial","101-120","Medido","","","","","",""
"AyA","2020","Febrero","Acueducto","Empresarial","121 y mas","Medido","","2426","2426","1122193","2272038924","4959305.96"
"AyA","2020","Febrero","Alcantarillado","Empresarial","121 y mas","Medido","","1001","1001","386218","736834393","1233015.7"
"AyA","2020","Febrero","Hidrantes","Empresarial","121 y mas","Medido","","2426","2426","1122193","29171102",""
"AyA","2020","Febrero","Tarifa Hidrica","Empresarial","121 y mas","Medido","","","","","",""
"AyA","2020","Febrero","Acueducto","Empresarial","","Medido","Servicio Temporales","","","","",""
"AyA","2020","Febrero","Alcantarillado","Empresarial","","Medido","Servicio Temporales","","","","",""
"AyA","2020","Febrero","Hidrantes","Empresarial","","Medido","Servicio Temporales","","","","",""
"AyA","2020","Febrero","Tarifa Hidrica","Empresarial","","Medido","Servicio Temporales","","","","",""
"AyA","2020","Febrero","Acueducto","Empresarial","","Fijo","","420","420","","3009348","126000"
"AyA","2020","Febrero","Alcantarillado","Empresarial","","Fijo","","23","23","","801242","27600"
"AyA","2020","Febrero","Hidrantes","Empresarial","","Fijo","","420","420","","232348",""
"AyA","2020","Febrero","Tarifa Hidrica","Empresarial","","Fijo","","","","","",""
"AyA","2020","Febrero","Acueducto","Preferencial","0-15","Medido","","3008","3008","14283","5851062","6090153.07"
"AyA","2020","Febrero","Alcantarillado","Preferencial","0-15","Medido","","874","874","4433","1735367","1084384.29"
"AyA","2020","Febrero","Hidrantes","Preferencial","0-15","Medido","","3008","3008","14283","372013",""
"AyA","2020","Febrero","Tarifa Hidrica","Preferencial","0-15","Medido","","","","","",""
"AyA","2020","Febrero","Acueducto","Preferencial","16-25","Medido","","668","668","13607","7005345","1352467.5"
"AyA","2020","Febrero","Alcantarillado","Preferencial","16-25","Medido","","226","226","4699","2320953","280401.43"
"AyA","2020","Febrero","Hidrantes","Preferencial","16-25","Medido","","668","668","13607","356460",""
"AyA","2020","Febrero","Tarifa Hidrica","Preferencial","16-25","Medido","","","","","",""
"AyA","2020","Febrero","Acueducto","Preferencial","26-40","Medido","","615","615","20011","12613045","1245160.95"
"AyA","2020","Febrero","Alcantarillado","Preferencial","26-40","Medido","","211","211","6939","4205023","261790.71"
"AyA","2020","Febrero","Hidrantes","Preferencial","26-40","Medido","","615","615","20011","518166",""
"AyA","2020","Febrero","Tarifa Hidrica","Preferencial","26-40","Medido","","","","","",""
"AyA","2020","Febrero","Acueducto","Preferencial","41-60","Medido","","441","441","22415","15656781","892871.51"
"AyA","2020","Febrero","Alcantarillado","Preferencial","41-60","Medido","","146","146","7316","4845399","181144.29"
"AyA","2020","Febrero","Hidrantes","Preferencial","41-60","Medido","","441","441","22415","578894",""
"AyA","2020","Febrero","Tarifa Hidrica","Preferencial","41-60","Medido","","","","","",""
"AyA","2020","Febrero","Acueducto","Preferencial","61-80","Medido","","241","241","17129","12784868","487941.12"
"AyA","2020","Febrero","Alcantarillado","Preferencial","61-80","Medido","","78","78","5590","3944334","96775.71"
"AyA","2020","Febrero","Hidrantes","Preferencial","61-80","Medido","","241","241","17129","449203",""
"AyA","2020","Febrero","Tarifa Hidrica","Preferencial","61-80","Medido","","","","","",""
"AyA","2020","Febrero","Acueducto","Preferencial","81-100","Medido","","179","179","16553","12918030","362412.7"
"AyA","2020","Febrero","Alcantarillado","Preferencial","81-100","Medido","","71","71","6491","4792269","88090.71"
"AyA","2020","Febrero","Hidrantes","Preferencial","81-100","Medido","","179","179","16553","430321",""
"AyA","2020","Febrero","Tarifa Hidrica","Preferencial","81-100","Medido","","","","","",""
"AyA","2020","Febrero","Acueducto","Preferencial","101-120","Medido","","127","127","14159","11353960","257130.8"
"AyA","2020","Febrero","Alcantarillado","Preferencial","101-120","Medido","","53","53","5929","4493260","65757.86"
"AyA","2020","Febrero","Hidrantes","Preferencial","101-120","Medido","","127","127","14159","374161",""
"AyA","2020","Febrero","Tarifa Hidrica","Preferencial","101-120","Medido","","","","","",""
"AyA","2020","Febrero","Acueducto","Preferencial","121 y mas","Medido","","611","611","248545","225625290","1237062.34"
"AyA","2020","Febrero","Alcantarillado","Preferencial","121 y mas","Medido","","245","245","221604","185868517","303975"
"AyA","2020","Febrero","Hidrantes","Preferencial","121 y mas","Medido","","611","611","248545","6594095",""
"AyA","2020","Febrero","Tarifa Hidrica","Preferencial","121 y mas","Medido","","","","","",""
"AyA","2020","Febrero","Acueducto","Preferencial","","Fijo","","109","109","","991787","50000"
"AyA","2020","Febrero","Alcantarillado","Preferencial","","Fijo","","8","8","","319024","9600"
"AyA","2020","Febrero","Hidrantes","Preferencial","","Fijo","","109","109","","60150",""
"AyA","2020","Febrero","Tarifa Hidrica","Preferencial","","Fijo","","","","","",""
"AyA","2020","Febrero","Acueducto","Gobierno","0-15","Medido","","836","836","3802","6155282","1682476.73"
"AyA","2020","Febrero","Alcantarillado","Gobierno","0-15","Medido","","364","364","1607","2467333","442216.91"
"AyA","2020","Febrero","Hidrantes","Gobierno","0-15","Medido","","836","836","3802","98794",""
"AyA","2020","Febrero","Tarifa Hidrica","Gobierno","0-15","Medido","","","","","",""
"AyA","2020","Febrero","Acueducto","Gobierno","16-25","Medido","","167","167","3425","5854674","336092.84"
"AyA","2020","Febrero","Alcantarillado","Gobierno","16-25","Medido","","72","72","1483","2407251","87471.48"
"AyA","2020","Febrero","Hidrantes","Gobierno","16-25","Medido","","167","167","3425","90822",""
"AyA","2020","Febrero","Tarifa Hidrica","Gobierno","16-25","Medido","","","","","",""
"AyA","2020","Febrero","Acueducto","Gobierno","26-40","Medido","","214","214","6987","12592447","430681.84"
"AyA","2020","Febrero","Alcantarillado","Gobierno","26-40","Medido","","100","100","3344","5704394","121488.16"
"AyA","2020","Febrero","Hidrantes","Gobierno","26-40","Medido","","214","214","6987","181943",""
"AyA","2020","Febrero","Tarifa Hidrica","Gobierno","26-40","Medido","","","","","",""
"AyA","2020","Febrero","Acueducto","Gobierno","41-60","Medido","","157","157","7933","14743127","315967.52"
"AyA","2020","Febrero","Alcantarillado","Gobierno","41-60","Medido","","63","63","3237","5683054","76537.54"
"AyA","2020","Febrero","Hidrantes","Gobierno","41-60","Medido","","157","157","7933","201025",""
"AyA","2020","Febrero","Tarifa Hidrica","Gobierno","41-60","Medido","","","","","",""
"AyA","2020","Febrero","Acueducto","Gobierno","61-80","Medido","","103","103","7200","13607399","207290.79"
"AyA","2020","Febrero","Alcantarillado","Gobierno","61-80","Medido","","45","45","3136","5606877","54669.67"
"AyA","2020","Febrero","Hidrantes","Gobierno","61-80","Medido","","103","103","7200","182452",""
"AyA","2020","Febrero","Tarifa Hidrica","Gobierno","61-80","Medido","","","","","",""
"AyA","2020","Febrero","Acueducto","Gobierno","81-100","Medido","","64","64","5744","11000793","128802.05"
"AyA","2020","Febrero","Alcantarillado","Gobierno","81-100","Medido","","32","32","2774","5099309","38876.21"
"AyA","2020","Febrero","Hidrantes","Gobierno","81-100","Medido","","64","64","5744","154440",""
"AyA","2020","Febrero","Tarifa Hidrica","Gobierno","81-100","Medido","","","","","",""
"AyA","2020","Febrero","Acueducto","Gobierno","101-120","Medido","","54","54","5942","11408237","108676.73"
"AyA","2020","Febrero","Alcantarillado","Gobierno","101-120","Medido","","18","18","2007","3674226","21867.87"
"AyA","2020","Febrero","Hidrantes","Gobierno","101-120","Medido","","54","54","5942","157456",""
"AyA","2020","Febrero","Tarifa Hidrica","Gobierno","101-120","Medido","","","","","",""
"AyA","2020","Febrero","Acueducto","Gobierno","121 y mas","Medido","","360","360","244939","498833780","724511.51"
"AyA","2020","Febrero","Alcantarillado","Gobierno","121 y mas","Medido","","193","193","123365","237685710","234472.15"
"AyA","2020","Febrero","Hidrantes","Gobierno","121 y mas","Medido","","360","360","244939","6366074",""
"AyA","2020","Febrero","Tarifa Hidrica","Gobierno","121 y mas","Medido","","","","","",""
"AyA","2020","Febrero","Acueducto","Gobierno","","Fijo","","26","26","","758385","10000"
"AyA","2020","Febrero","Alcantarillado","Gobierno","","Fijo","","","","","",""
"AyA","2020","Febrero","Hidrantes","Gobierno","","Fijo","","26","26","","14352",""
"AyA","2020","Febrero","Tarifa Hidrica","Gobierno","","Fijo","","","","","",""
"AyA","2020","Enero","Acueducto","Domiciliar","0-15","Medido","","345035","403773","3017616","1080593976","810776517.65"
"AyA","2020","Enero","Alcantarillado","Domiciliar","0-15","Medido","","123536","150990","1113165","341246291","182265928.84"
"AyA","2020","Enero","Hidrantes","Domiciliar","0-15","Medido","","345035","403773","3017616","70822480",""
"AyA","2020","Enero","Tarifa Hidrica","Domiciliar","0-15","Medido","","","","","",""
"AyA","2020","Enero","Acueducto","Domiciliar","16-25","Medido","","152105","168478","3342636","1524920739","338303963.22"
"AyA","2020","Enero","Alcantarillado","Domiciliar","16-25","Medido","","46329","51352","1009567","395596820","61989005.75"
"AyA","2020","Enero","Hidrantes","Domiciliar","16-25","Medido","","152105","168478","3342636","81064640",""
"AyA","2020","Enero","Tarifa Hidrica","Domiciliar","16-25","Medido","","","","","",""
"AyA","2020","Enero","Acueducto","Domiciliar","26-40","Medido","","70939","76100","2372632","1378046349","152808862.88"
"AyA","2020","Enero","Alcantarillado","Domiciliar","26-40","Medido","","18016","18670","575247","285978990","22537286.52"
"AyA","2020","Enero","Hidrantes","Domiciliar","26-40","Medido","","70939","76100","2372632","58155972",""
"AyA","2020","Enero","Tarifa Hidrica","Domiciliar","26-40","Medido","","","","","",""
"AyA","2020","Enero","Acueducto","Domiciliar","41-60","Medido","","16802","17978","857917","593243838","36099838.86"
"AyA","2020","Enero","Alcantarillado","Domiciliar","41-60","Medido","","3267","3348","159559","94365396","4041501.62"
"AyA","2020","Enero","Hidrantes","Domiciliar","41-60","Medido","","16802","17978","857917","21108050",""
"AyA","2020","Enero","Tarifa Hidrica","Domiciliar","41-60","Medido","","","","","",""
"AyA","2020","Enero","Acueducto","Domiciliar","61-80","Medido","","3376","3626","249945","220266398","7281011"
"AyA","2020","Enero","Alcantarillado","Domiciliar","61-80","Medido","","515","529","36746","27264304","638576.57"
"AyA","2020","Enero","Hidrantes","Domiciliar","61-80","Medido","","3376","3626","249945","6182563",""
"AyA","2020","Enero","Tarifa Hidrica","Domiciliar","61-80","Medido","","","","","",""
"AyA","2020","Enero","Acueducto","Domiciliar","81-100","Medido","","1131","1251","113584","124970239","2512009.03"
"AyA","2020","Enero","Alcantarillado","Domiciliar","81-100","Medido","","164","171","16227","14846503","206420.78"
"AyA","2020","Enero","Hidrantes","Domiciliar","81-100","Medido","","1131","1251","113584","2796674",""
"AyA","2020","Enero","Tarifa Hidrica","Domiciliar","81-100","Medido","","","","","",""
"AyA","2020","Enero","Acueducto","Domiciliar","101-120","Medido","","506","538","59773","73378770","1080304.44"
"AyA","2020","Enero","Alcantarillado","Domiciliar","101-120","Medido","","77","79","8928","9358458","95363.99"
"AyA","2020","Enero","Hidrantes","Domiciliar","101-120","Medido","","506","538","59773","1485870",""
"AyA","2020","Enero","Tarifa Hidrica","Domiciliar","101-120","Medido","","","","","",""
"AyA","2020","Enero","Acueducto","Domiciliar","121 y mas","Medido","","1096","1108","161872","230177900","2224864.92"
"AyA","2020","Enero","Alcantarillado","Domiciliar","121 y mas","Medido","","129","129","30713","39813407","155720.94"
"AyA","2020","Enero","Hidrantes","Domiciliar","121 y mas","Medido","","1096","1108","161872","4019841",""
"AyA","2020","Enero","Tarifa Hidrica","Domiciliar","121 y mas","Medido","","","","","",""
"AyA","2020","Enero","Acueducto","Domiciliar","","Fijo","","8771","9599","","38846083","4775986"
"AyA","2020","Enero","Alcantarillado","Domiciliar","","Fijo","","658","744","","6306230","892793"
"AyA","2020","Enero","Hidrantes","Domiciliar","","Fijo","","8771","9599","","5155301",""
"AyA","2020","Enero","Tarifa Hidrica","Domiciliar","","Fijo","","","","","",""
"AyA","2020","Enero","Acueducto","Empresarial","0-15","Medido","","38559","38567","169674","233784102","77953320.45"
"AyA","2020","Enero","Alcantarillado","Empresarial","0-15","Medido","","19487","19491","86822","97754583","23844048.53"
"AyA","2020","Enero","Hidrantes","Empresarial","0-15","Medido","","38559","38567","169674","3964355",""
"AyA","2020","Enero","Tarifa Hidrica","Empresarial","0-15","Medido","","","","","",""
"AyA","2020","Enero","Acueducto","Empresarial","16-25","Medido","","5796","5799","116202","176765438","11721194.42"
"AyA","2020","Enero","Alcantarillado","Empresarial","16-25","Medido","","2773","2775","55159","68676007","3394758.33"
"AyA","2020","Enero","Hidrantes","Empresarial","16-25","Medido","","5796","5799","116202","2837422",""
"AyA","2020","Enero","Tarifa Hidrica","Empresarial","16-25","Medido","","","","","",""
"AyA","2020","Enero","Acueducto","Empresarial","26-40","Medido","","4099","4099","132070","214323127","8285079.49"
"AyA","2020","Enero","Alcantarillado","Empresarial","26-40","Medido","","1828","1828","58538","77179219","2236258.82"
"AyA","2020","Enero","Hidrantes","Empresarial","26-40","Medido","","4099","4099","132070","3261944",""
"AyA","2020","Enero","Tarifa Hidrica","Empresarial","26-40","Medido","","","","","",""
"AyA","2020","Enero","Acueducto","Empresarial","41-60","Medido","","2465","2465","122056","205031431","4982366.66"
"AyA","2020","Enero","Alcantarillado","Empresarial","41-60","Medido","","1105","1105","54959","74757418","1351786.65"
"AyA","2020","Enero","Hidrantes","Empresarial","41-60","Medido","","2465","2465","122056","3042034",""
"AyA","2020","Enero","Tarifa Hidrica","Empresarial","41-60","Medido","","","","","",""
"AyA","2020","Enero","Acueducto","Empresarial","61-80","Medido","","1337","1337","92852","159364735","2702403.34"
"AyA","2020","Enero","Alcantarillado","Empresarial","61-80","Medido","","608","608","42049","58163860","743788.49"
"AyA","2020","Enero","Hidrantes","Empresarial","61-80","Medido","","1337","1337","92852","2338303",""
